species,moseq_cluster,log2_enrichment_vs_arm_expected,standardized_residual,q_value,soft_frames,expected_soft_frames,moseq_label,aligned_arm,omnibus_chi2,omnibus_p_value,omnibus_dof
Mus_caroli,61,-41.12251872330985,-48.92781442000104,0.0,0.0,2393.931023919062,syllable_61,1,28308504.904681325,0.0,378
Mus_caroli,73,-31.567567777654087,-1.7839899171507936,0.07651199432244331,0.0,3.1826200254956953,73,1,28308504.904681325,0.0,378
Mus_caroli,94,-31.614831099954735,-1.813452707960796,0.07188592885971744,0.0,3.2886107250103445,94,1,28308504.904681325,0.0,378
Mus_musculus,0,-0.022900836896295938,-13.594766025094406,4.890412478006489e-42,733467.2491156035,745202.9496838587,head_low,1,28308504.904681325,0.0,378
Mus_musculus,1,0.38722638783815083,251.15908961413945,0.0,870384.7929488282,665494.6013588503,head_down,1,28308504.904681325,0.0,378
Mus_musculus,2,-0.33971322373037505,-166.93734698958852,0.0,500294.1562857056,633124.7633571017,sniff_floor,1,28308504.904681325,0.0,378
Mus_musculus,3,0.20991813379281601,119.22591422247035,0.0,670230.8303810154,579472.3878541081,step_to_stop,1,28308504.904681325,0.0,378
Mus_musculus,4,0.14924854059654866,74.33894633810806,0.0,515910.5450580056,465206.867519265,turn_left,1,28308504.904681325,0.0,378
Mus_musculus,5,-0.16373123107883678,-67.16865129111103,0.0,349907.4495207606,391959.5049545588,enter_rear,1,28308504.904681325,0.0,378
Mus_musculus,6,0.08565489120843485,38.63741949858719,0.0,423382.9840875555,398977.7786813567,turn_right,1,28308504.904681325,0.0,378
Mus_musculus,7,-0.8333769443568877,-318.51963748628395,0.0,295730.1200702722,526947.0985404582,extend_rear,1,28308504.904681325,0.0,378
Mus_musculus,8,-1.0333731390879004,-310.2836709176613,0.0,179830.43426601472,368077.6984109869,extend_rear_2,1,28308504.904681325,0.0,378
Mus_musculus,9,0.5743749854388965,296.33487987119315,0.0,546757.4033231577,367189.769795527,still,1,28308504.904681325,0.0,378
Mus_musculus,10,-1.0222275146164543,-328.1234793453107,0.0,205699.9668134829,417787.42685293575,motionless_rear,1,28308504.904681325,0.0,378
Mus_musculus,11,0.21179486073377424,112.33206655235996,0.0,584448.0278145343,504648.85412220325,start_moving,1,28308504.904681325,0.0,378
Mus_musculus,12,-0.7493808972187319,-201.73623045260038,0.0,147492.1135565204,247944.75593143483,syllable_12,1,28308504.904681325,0.0,378
Mus_musculus,13,0.9905583848831969,657.4973458695191,0.0,881824.3324859899,443807.1472313648,take_a_step,1,28308504.904681325,0.0,378
Mus_musculus,14,0.6710646487642223,512.0260178827169,0.0,1190112.748124915,747442.0361727015,curve_spine,1,28308504.904681325,0.0,378
Mus_musculus,15,-0.585384782061808,-169.7363433998906,0.0,172609.84429616443,258990.56269673313,syllable_15,1,28308504.904681325,0.0,378
Mus_musculus,16,-4.010238573490704,-693.2237973651946,0.0,33899.46740460865,546254.4342911546,brief_walk,1,28308504.904681325,0.0,378
Mus_musculus,17,-3.5048390268434346,-637.9869002145685,0.0,43118.153313342285,489465.2109054325,slow_locomotion,1,28308504.904681325,0.0,378
Mus_musculus,18,0.11659080015593769,42.689590520061635,0.0,278886.91518910986,257235.44485484355,leave_rear_turn_right_2,1,28308504.904681325,0.0,378
Mus_musculus,19,0.4458880912869644,223.41501838315884,0.0,518403.2981251195,380576.58581204875,high_rear,1,28308504.904681325,0.0,378
Mus_musculus,20,-1.7975586765057094,-355.5503191315137,0.0,71665.406192139,249131.50256282106,enter_wall_rear,1,28308504.904681325,0.0,378
Mus_musculus,21,0.023022740557213442,7.747198898349403,1.0256667523491573e-14,235675.93267757873,231944.83124764936,leave_rear_turn_left_2,1,28308504.904681325,0.0,378
Mus_musculus,22,-0.39993331295220996,-146.94310827321954,0.0,279185.5647153142,368370.533284792,stopping,1,28308504.904681325,0.0,378
Mus_musculus,23,0.28653635869914473,168.56548122456405,0.0,717959.1561743976,588631.7716723394,scrunch_idle,1,28308504.904681325,0.0,378
