species,aligned_arm,moseq_cluster,soft_frames
Peromyscus_leucopus,1,15,22698.022727118692
Peromyscus_leucopus,1,16,62604.34270404787
Peromyscus_leucopus,1,17,40741.17894581232
Peromyscus_leucopus,1,18,22130.617611837166
Peromyscus_leucopus,1,19,5534.177292188333
Peromyscus_leucopus,1,20,17909.88431962769
Peromyscus_leucopus,1,21,19316.45809926814
Peromyscus_leucopus,1,22,37015.006071204705
Peromyscus_leucopus,1,23,28994.785927499724
Peromyscus_leucopus,1,24,18527.265654149298
Peromyscus_leucopus,1,25,7141.049939756635
Peromyscus_leucopus,1,26,83344.62511422843
Peromyscus_leucopus,1,27,86293.90014614114
Peromyscus_leucopus,1,28,7238.134257578677
Peromyscus_leucopus,1,29,7197.7857250694005
Peromyscus_leucopus,1,30,6017.6958380481965
Peromyscus_leucopus,1,31,31125.70676953671
Peromyscus_leucopus,1,32,1353.6350206303161
Peromyscus_leucopus,1,33,9555.743600590617
Peromyscus_leucopus,1,34,1810.332271436689
Peromyscus_leucopus,1,35,45995.23836544856
Peromyscus_leucopus,1,36,35170.38044222658
Peromyscus_leucopus,1,37,33763.21372318824
Peromyscus_leucopus,1,38,159199.97708117627
Peromyscus_leucopus,1,39,4516.463706814143
Peromyscus_leucopus,1,40,26680.542828777914
Peromyscus_leucopus,1,41,7442.811028348327
Peromyscus_leucopus,1,42,28178.868972824253
Peromyscus_leucopus,1,43,60.27069981007369
Peromyscus_leucopus,1,44,9360.856057292109
Peromyscus_leucopus,1,45,3376.067609173071
Peromyscus_leucopus,1,46,5243.74140997627
Peromyscus_leucopus,1,47,6283.552154094127
Peromyscus_leucopus,1,48,6407.657718546804
Peromyscus_leucopus,1,49,223.73593166946702
Peromyscus_leucopus,1,83,15.759582753784015
Peromyscus_leucopus,2,0,2119.7776812310385
Peromyscus_leucopus,2,1,1286.6136173311786
Peromyscus_leucopus,2,2,2979.9496882225894
Peromyscus_leucopus,2,3,908.7504117820606
Peromyscus_leucopus,2,4,1611.943258707363
Peromyscus_leucopus,2,5,328.3703282601451
Peromyscus_leucopus,2,6,1502.4454444466896
Peromyscus_leucopus,2,7,201.5501102373191
Peromyscus_leucopus,2,8,164.12884534142844
Peromyscus_leucopus,2,9,1176.9705597772374
Peromyscus_leucopus,2,10,117.22539519867387
